DATE,SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS
19082022,ECLERX,EQ, 19-Aug-2022,2253.45,2258.0,2295.0,2240.2, 2242.55,2254.6,2261.26,27216,615.43,5981,13544.0,49.76,306
19082022,EDELWEISS,EQ, 19-Aug-2022,61.9,61.85,63.0,60.75, 62.05,62.1,61.9,1515531,938.04,7084,607031.0,40.05,375
19082022,EICHERMOT,EQ, 19-Aug-2022,3411.4,3412.05,3460.0,3394.3, 3415.05,3424.1,3429.0,1151041,39469.19,66123,523360.0,45.47,17946
19082022,EIDPARRY,EQ, 19-Aug-2022,570.1,570.0,583.5,541.05, 551.70,550.85,561.93,545031,3062.67,20221,266096.0,48.82,1495
19082022,EIFFL,EQ, 19-Aug-2022,112.25,111.95,114.0,110.1, 114.00,111.8,111.79,30286,33.86,215,28478.0,94.03,31
19082022,EIHAHOTELS,EQ, 19-Aug-2022,415.85,417.45,422.2,406.0, 412.00,412.8,413.69,15284,63.23,1187,8611.0,56.34,35
19082022,EIHOTEL,EQ, 19-Aug-2022,156.9,156.15,157.35,152.2, 152.80,154.2,154.63,271592,419.95,4462,113945.0,41.95,176
19082022,EIMCOELECO,EQ, 19-Aug-2022,357.3,358.6,363.0,356.8, 361.80,359.75,359.03,1146,4.11,68,739.0,64.49,2
19082022,EKC,EQ, 19-Aug-2022,126.4,128.0,128.2,122.0, 123.35,123.65,124.59,319257,397.75,6662,214449.0,67.17,267
19082022,ELDEHSG,EQ, 19-Aug-2022,561.3,561.0,570.0,542.0, 542.50,543.8,550.1,2551,14.03,213,1936.0,75.89,10
19082022,ELECON,EQ, 19-Aug-2022,360.95,363.1,364.65,345.0, 345.65,346.4,351.68,316946,1114.65,8827,175619.0,55.41,617
19082022,ELECTCAST,EQ, 19-Aug-2022,36.85,36.6,37.3,36.05, 36.50,36.3,36.76,1076052,395.58,2902,583055.0,54.18,214
19082022,ELECTHERM,EQ, 19-Aug-2022,78.0,78.7,81.9,77.8, 78.05,78.35,79.94,101091,80.81,1443,58776.0,58.14,46
19082022,ELGIEQUIP,EQ, 19-Aug-2022,426.2,426.2,434.5,419.8, 421.00,421.45,425.61,277324,1180.32,9420,102920.0,37.11,438
19082022,ELGIRUBCO,EQ, 19-Aug-2022,32.25,32.55,32.75,31.6, 32.25,32.2,32.18,28950,9.32,294,18598.0,64.24,5
19082022,EMAMILTD,EQ, 19-Aug-2022,466.0,472.0,492.35,471.0, 490.00,486.35,483.5,944983,4569.03,28902,387472.0,41.0,1873
19082022,EMAMIPAP,EQ, 19-Aug-2022,170.8,172.95,173.35,168.0, 169.85,169.15,171.15,37152,63.59,1159,21646.0,58.26,37
19082022,EMAMIREAL,EQ, 19-Aug-2022,68.1,68.5,69.2,65.7, 66.10,66.2,66.77,40279,26.89,536,28427.0,70.58,18
19082022,EMKAY,EQ, 19-Aug-2022,81.3,80.2,81.95,78.1, 78.30,78.55,79.55,23010,18.3,726,14989.0,65.14,11
19082022,EMMBI,EQ, 19-Aug-2022,91.9,93.65,101.9,92.5, 98.35,98.65,98.25,194014,190.62,2568,98126.0,50.58,96
19082022,EMUDHRA,EQ, 19-Aug-2022,356.25,355.5,359.3,349.45, 350.20,350.8,352.38,294550,1037.94,7394,127929.0,43.43,450
19082022,ENDURANCE,EQ, 19-Aug-2022,1432.95,1451.0,1485.1,1425.55, 1427.10,1441.8,1461.88,136425,1994.37,19585,53837.0,39.46,787
19082022,ENERGYDEV,EQ, 19-Aug-2022,17.2,17.75,17.75,16.55, 16.95,16.95,16.99,36155,6.14,241,22572.0,62.43,3
19082022,ENGINERSIN,EQ, 19-Aug-2022,67.85,68.0,68.15,66.5, 66.60,66.7,67.2,429596,288.69,4485,288306.0,67.11,193
19082022,ENIL,EQ, 19-Aug-2022,168.85,168.9,173.0,168.9, 170.05,170.4,170.94,18265,31.22,533,12707.0,69.57,21
19082022,EPL,EQ, 19-Aug-2022,164.9,165.15,166.5,162.65, 165.00,164.5,164.11,93570,153.56,5124,33927.0,36.26,55
19082022,EQUITAS,EQ, 19-Aug-2022,98.15,98.3,99.5,95.7, 96.60,96.3,97.22,501079,487.13,6094,276151.0,55.11,268
19082022,EQUITASBNK,EQ, 19-Aug-2022,45.55,46.0,46.1,44.3, 44.75,44.55,45.15,833193,376.19,3344,555584.0,66.68,250
19082022,ERIS,EQ, 19-Aug-2022,692.2,691.65,698.0,671.4, 678.80,676.3,685.85,17645,121.02,1692,9851.0,55.83,67
19082022,EROSMEDIA,EQ, 19-Aug-2022,30.15,30.95,36.15,29.65, 36.15,36.15,34.57,9201230,3181.19,15775,3872856.0,42.09,1338
19082022,ESABINDIA,EQ, 19-Aug-2022,3217.95,3234.05,3238.95,3173.8, 3199.00,3186.8,3205.23,3004,96.29,629,1847.0,61.48,59
19082022,ESCORTS,EQ, 19-Aug-2022,1803.7,1804.0,1808.75,1764.45, 1778.05,1774.65,1784.31,241093,4301.85,11945,72706.0,30.16,1297
19082022,ESSARSHPNG,EQ, 19-Aug-2022,6.95,7.15,7.15,7.0, 7.10,7.05,7.06,116331,8.22,306,78690.0,67.64,5
19082022,ESTER,EQ, 19-Aug-2022,146.4,146.65,147.8,141.8, 142.50,142.8,145.43,157348,228.83,2233,110599.0,70.29,160
19082022,ETHOSLTD,EQ, 19-Aug-2022,1094.2,1099.9,1099.9,1055.6, 1058.00,1069.35,1085.19,66775,724.64,5604,21073.0,31.56,228
19082022,EVEREADY,EQ, 19-Aug-2022,367.95,369.8,372.1,354.05, 358.85,357.7,363.79,132807,483.14,4183,73572.0,55.4,267
19082022,EVERESTIND,EQ, 19-Aug-2022,631.2,630.0,652.6,615.1, 619.40,618.75,632.49,59914,378.95,6624,29052.0,48.49,183
19082022,EXCEL,EQ, 19-Aug-2022,8.85,9.0,9.0,8.55, 8.80,8.8,8.78,227534,19.97,568,156775.0,68.9,13
19082022,EXCELINDUS,EQ, 19-Aug-2022,1292.25,1298.75,1310.0,1275.0, 1288.00,1287.6,1290.85,16227,209.47,2171,7959.0,49.05,102
19082022,EXIDEIND,EQ, 19-Aug-2022,164.2,164.2,164.45,159.0, 159.50,160.2,161.67,2439965,3944.68,23955,1246414.0,51.08,2015
19082022,EXPLEOSOL,EQ, 19-Aug-2022,1382.1,1389.95,1425.0,1322.1, 1340.95,1336.65,1368.23,32731,447.84,5510,14849.0,45.37,203
19082022,EXXARO,EQ, 19-Aug-2022,106.55,107.0,107.4,105.15, 105.95,105.65,106.19,40019,42.49,1258,23236.0,58.06,24
19082022,FACT,EQ, 19-Aug-2022,121.4,119.95,122.5,117.2, 120.90,121.6,120.34,237592,285.92,4357,82317.0,34.65,99
19082022,FAIRCHEMOR,EQ, 19-Aug-2022,1961.0,1961.0,1972.55,1890.0, 1908.90,1917.45,1930.95,19938,384.99,3927,12872.0,64.56,248
19082022,FCL,EQ, 19-Aug-2022,265.95,266.5,274.7,260.65, 263.10,264.45,266.15,803977,2139.8,11776,224728.0,27.95,598
19082022,FCONSUMER,EQ, 19-Aug-2022,1.8,1.75,1.8,1.7, 1.75,1.75,1.74,6541497,113.67,3653,4328754.0,66.17,75
19082022,FCSSOFT,EQ, 19-Aug-2022,3.3,3.25,3.3,3.15, 3.15,3.15,3.16,5548153,175.41,4715,3482307.0,62.77,110
19082022,FDC,EQ, 19-Aug-2022,263.1,264.35,264.35,260.25, 261.00,261.45,261.48,135127,353.34,5135,95073.0,70.36,248
19082022,FEDERALBNK,EQ, 19-Aug-2022,111.0,111.0,111.25,106.85, 106.85,107.55,108.64,10127705,11002.58,40489,3469683.0,34.26,3769
19082022,FEL,EQ, 19-Aug-2022,2.1,2.05,2.05,2.0, 2.00,2.0,2.01,2809469,56.43,2698,2534873.0,90.23,50
19082022,FELDVR,EQ, 19-Aug-2022,7.75,7.75,7.85,7.25, 7.60,7.45,7.59,50122,3.8,261,34308.0,68.45,2
19082022,FIBERWEB,EQ, 19-Aug-2022,39.0,39.15,39.45,37.35, 39.00,38.5,38.44,30478,11.72,433,18235.0,59.83,7
19082022,FIEMIND,EQ, 19-Aug-2022,1543.3,1555.5,1565.0,1504.05, 1519.85,1515.65,1540.03,48647,749.18,6612,24113.0,49.57,371
19082022,FILATEX,EQ, 19-Aug-2022,114.3,114.25,118.3,114.25, 116.50,116.6,116.51,453299,528.15,5064,234983.0,51.84,273
19082022,FINCABLES,EQ, 19-Aug-2022,469.2,469.2,470.25,453.5, 454.00,455.25,460.61,220873,1017.37,12555,113864.0,51.55,524
19082022,FINEORG,EQ, 19-Aug-2022,6271.7,6304.95,6306.1,6072.0, 6120.00,6136.05,6158.62,81792,5037.26,18346,37137.0,45.4,2287
19082022,FINOPB,EQ, 19-Aug-2022,245.75,248.9,248.9,244.0, 244.55,245.0,245.59,29459,72.35,1607,18628.0,63.23,45
19082022,FINPIPE,EQ, 19-Aug-2022,146.35,147.0,148.0,144.3, 146.00,145.9,146.38,585259,856.71,7996,310951.0,53.13,455
19082022,FLEXITUFF,EQ, 19-Aug-2022,29.4,30.5,31.3,29.0, 30.20,29.5,29.89,31444,9.4,244,19485.0,61.97,5
19082022,FLUOROCHEM,EQ, 19-Aug-2022,3610.05,3626.9,3626.9,3505.2, 3538.00,3532.1,3554.9,102574,3646.4,10806,40956.0,39.93,1455
19082022,FMGOETZE,EQ, 19-Aug-2022,286.8,288.0,288.4,285.1, 285.65,285.8,285.86,17364,49.64,494,12161.0,70.04,34
19082022,FMNL,EQ, 19-Aug-2022,4.8,4.85,4.85,4.6, 4.75,4.75,4.73,98482,4.66,287,74236.0,75.38,3
19082022,FOCUS,EQ, 19-Aug-2022,101.15,103.95,107.2,100.65, 102.50,102.5,104.11,25681,26.74,341,18417.0,71.71,19
19082022,FOODSIN,EQ, 19-Aug-2022,66.5,67.0,74.0,67.0, 72.25,72.35,71.72,262715,188.43,3625,164397.0,62.58,117
19082022,FORCEMOT,EQ, 19-Aug-2022,1249.05,1250.0,1287.6,1202.6, 1229.50,1231.75,1245.09,145945,1817.15,11701,42162.0,28.89,524
19082022,FORTIS,EQ, 19-Aug-2022,291.65,290.1,299.9,288.65, 298.80,298.75,296.51,2251278,6675.32,38536,1163981.0,51.7,3451
19082022,FOSECOIND,EQ, 19-Aug-2022,1763.65,1779.9,1786.0,1736.6, 1761.35,1772.9,1759.92,6417,112.93,736,3284.0,51.18,57
19082022,FSL,EQ, 19-Aug-2022,110.95,111.0,113.0,109.35, 109.70,109.9,111.06,5490873,6097.98,25101,1415771.0,25.78,1572
19082022,GABRIEL,EQ, 19-Aug-2022,147.1,148.0,150.45,145.0, 145.25,145.3,147.89,795870,1177.02,14122,374421.0,47.05,553
19082022,GAEL,EQ, 19-Aug-2022,290.5,293.0,294.2,285.3, 288.00,287.65,288.77,172740,498.82,5391,76445.0,44.25,220
19082022,GAIL,EQ, 19-Aug-2022,135.6,135.8,136.4,132.85, 133.10,133.15,134.05,10524847,14108.12,55882,5281587.0,50.18,7079
19082022,GAL,EQ, 19-Aug-2022,3.0,3.1,3.1,2.95, 2.95,3.0,3.01,330300,9.95,406,292788.0,88.64,8
19082022,GALAXYSURF,EQ, 19-Aug-2022,3190.65,3200.0,3205.0,3082.1, 3085.50,3106.65,3150.52,15591,491.2,4407,7169.0,45.98,225
19082022,GALLANTT,EQ, 19-Aug-2022,67.95,68.0,68.9,66.85, 67.25,67.3,67.41,65840,44.38,1201,41729.0,63.38,28
19082022,GANDHITUBE,EQ, 19-Aug-2022,423.75,423.0,437.0,403.95, 407.70,407.55,418.67,20879,87.41,1262,13100.0,62.74,54
19082022,GANECOS,EQ, 19-Aug-2022,636.2,639.4,640.0,615.25, 623.00,624.65,626.22,18645,116.76,2409,10225.0,54.84,64
19082022,GANESHBE,EQ, 19-Aug-2022,128.5,128.8,130.0,126.1, 127.90,127.1,128.0,106522,136.35,2413,73187.0,68.71,93
19082022,GANESHHOUC,EQ, 19-Aug-2022,327.0,330.0,339.0,315.7, 319.50,320.9,327.56,116953,383.09,3914,57535.0,49.19,188
19082022,GANGAFORGE,EQ, 19-Aug-2022,6.45,6.6,6.7,6.35, 6.40,6.4,6.43,73791,4.75,315,57202.0,77.52,3
19082022,GANGESSECU,EQ, 19-Aug-2022,110.85,109.95,112.05,105.8, 106.00,106.65,107.97,4787,5.17,233,2389.0,49.91,2
19082022,GARFIBRES,EQ, 19-Aug-2022,3055.5,3052.4,3105.05,3042.0, 3064.00,3060.8,3062.97,21186,648.92,7984,14001.0,66.09,428
19082022,GATEWAY,EQ, 19-Aug-2022,70.0,70.0,72.5,69.1, 70.30,70.4,69.74,490715,342.24,2476,411715.0,83.9,287
19082022,GATI,EQ, 19-Aug-2022,169.3,170.0,170.35,164.3, 165.25,165.45,166.56,422401,703.55,5838,175150.0,41.47,291
19082022,GAYAHWS,EQ, 19-Aug-2022,1.0,1.0,1.05,0.95, 1.05,1.0,1.02,5575556,56.98,3216,3828205.0,68.66,39
19082022,GAYAPROJ,EQ, 19-Aug-2022,14.85,14.65,15.25,13.85, 14.15,14.15,14.32,2101007,300.78,3941,1544956.0,73.53,221
19082022,GEECEE,EQ, 19-Aug-2022,146.1,145.85,148.8,143.0, 143.25,144.25,145.98,21213,30.97,597,12884.0,60.74,18
19082022,GEEKAYWIRE,EQ, 19-Aug-2022,73.1,72.95,87.7,71.5, 74.50,74.6,80.08,127848,102.38,1566,40193.0,31.44,32
19082022,GENCON,EQ, 19-Aug-2022,31.15,31.9,33.5,31.0, 32.00,32.3,32.73,111694,36.56,951,56626.0,50.7,18
19082022,GENUSPAPER,EQ, 19-Aug-2022,17.15,17.15,17.25,16.95, 17.00,16.95,17.03,163440,27.83,616,118272.0,72.36,20
19082022,GENUSPOWER,EQ, 19-Aug-2022,77.35,78.0,78.6,76.5, 77.75,77.6,77.73,532693,414.09,4370,284203.0,53.35,220
19082022,GEOJITFSL,EQ, 19-Aug-2022,47.4,47.5,47.75,47.0, 47.25,47.15,47.31,300237,142.05,2780,203371.0,67.74,96
19082022,GEPIL,EQ, 19-Aug-2022,138.45,136.3,142.8,136.3, 139.30,139.15,140.38,133143,186.91,3075,57591.0,43.25,80
19082022,GESHIP,EQ, 19-Aug-2022,517.6,519.7,527.0,516.1, 516.60,517.5,522.01,402305,2100.07,12479,208534.0,51.83,1088
19082022,GET&D,EQ, 19-Aug-2022,125.0,125.0,129.9,124.65, 126.25,126.2,126.99,111438,141.51,2155,46270.0,41.52,58
19082022,GFLLIMITED,EQ, 19-Aug-2022,76.35,76.35,77.3,73.6, 73.60,73.9,74.84,92193,69.0,1033,52901.0,57.38,39
19082022,GHCL,EQ, 19-Aug-2022,632.4,635.5,640.0,607.4, 619.00,616.7,619.49,532077,3296.17,22431,273963.0,51.49,1697
19082022,GICHSGFIN,EQ, 19-Aug-2022,136.25,137.2,146.0,136.4, 144.70,143.75,141.87,808308,1146.73,8429,357407.0,44.22,507
19082022,GICRE,EQ, 19-Aug-2022,123.7,124.0,124.5,121.5, 121.55,121.9,122.68,159360,195.51,3446,81271.0,51.0,99
19082022,GILLANDERS,EQ, 19-Aug-2022,71.6,73.8,79.5,71.1, 72.95,73.1,76.81,234439,180.08,2065,83371.0,35.56,64
19082022,GILLETTE,EQ, 19-Aug-2022,5359.4,5365.0,5390.0,5308.0, 5319.00,5317.95,5353.65,4970,266.08,1921,3635.0,73.14,194
19082022,GILT5YBEES,EQ, 19-Aug-2022,49.53,49.57,49.59,49.47, 49.56,49.5,49.52,87907,43.53,256,73133.0,83.19,36
19082022,GINNIFILA,EQ, 19-Aug-2022,35.7,35.55,37.45,35.3, 36.30,36.2,36.63,182091,66.7,1499,107654.0,59.12,39
19082022,GIPCL,EQ, 19-Aug-2022,87.4,87.65,88.0,84.6, 85.70,85.2,86.03,201758,173.57,3586,97662.0,48.41,84
19082022,GKWLIMITED,EQ, 19-Aug-2022,591.0,599.0,602.75,590.05, 592.50,595.6,594.66,483,2.87,51,326.0,67.49,1
19082022,GLAND,EQ, 19-Aug-2022,2399.0,2427.75,2458.0,2406.45, 2415.50,2411.6,2427.57,295330,7169.34,20844,180727.0,61.19,4387
19082022,GLAXO,EQ, 19-Aug-2022,1478.55,1478.55,1484.5,1462.6, 1481.80,1473.15,1475.88,52042,768.07,6681,34690.0,66.66,511
19082022,GLENMARK,EQ, 19-Aug-2022,399.65,400.5,401.6,384.55, 385.90,386.35,390.78,1298175,5073.05,23283,449854.0,34.65,1757
19082022,GLFL,EQ, 19-Aug-2022,3.05,3.05,3.2,3.0, 3.05,3.05,3.08,6317,0.19,41,5105.0,80.81,0
19082022,GLOBALVECT,EQ, 19-Aug-2022,49.35,49.4,50.0,48.5, 48.90,48.65,49.08,12248,6.01,203,9130.0,74.54,4
19082022,GLOBE,EQ, 19-Aug-2022,7.15,7.25,7.25,6.9, 6.95,6.95,7.05,1710376,120.56,2028,1036335.0,60.59,73
19082022,GLOBUSSPR,EQ, 19-Aug-2022,894.1,894.5,926.0,891.45, 905.05,907.6,907.11,138378,1255.24,7613,60779.0,43.92,551
19082022,GLS,EQ, 19-Aug-2022,443.9,444.9,446.0,438.95, 441.00,440.2,441.93,50300,222.29,3156,36299.0,72.17,160
19082022,GMBREW,EQ, 19-Aug-2022,580.8,576.25,589.7,570.95, 573.00,572.3,578.43,29516,170.73,1857,15204.0,51.51,87
19082022,GMDCLTD,EQ, 19-Aug-2022,176.2,177.1,184.6,175.0, 181.50,182.35,181.26,4207933,7627.44,32373,1164396.0,27.67,2110
19082022,GMMPFAUDLR,EQ, 19-Aug-2022,1589.05,1599.0,1615.0,1580.15, 1590.00,1588.5,1596.16,67088,1070.83,10483,33353.0,49.72,532
19082022,GMRINFRA,EQ, 19-Aug-2022,35.5,35.4,35.85,34.6, 34.70,34.8,35.22,4590173,1616.48,32046,1305780.0,28.45,459
19082022,GMRP&UI,EQ, 19-Aug-2022,29.05,29.7,29.7,28.05, 28.25,28.3,28.75,1130695,325.09,3405,757089.0,66.96,217
19082022,GNA,EQ, 19-Aug-2022,672.2,677.7,682.0,651.0, 657.15,658.7,664.54,123953,823.71,6489,63358.0,51.11,421
19082022,GNFC,EQ, 19-Aug-2022,785.55,780.0,788.6,758.45, 759.90,762.35,771.16,1524832,11758.89,32709,374662.0,24.57,2889
19082022,GOACARBON,EQ, 19-Aug-2022,436.25,438.3,447.2,434.0, 434.95,435.85,441.19,55651,245.52,3650,25305.0,45.47,111
19082022,GOCLCORP,EQ, 19-Aug-2022,292.35,294.05,299.8,289.2, 292.55,292.25,295.06,19539,57.65,809,11591.0,59.32,34
19082022,GOCOLORS,EQ, 19-Aug-2022,1100.55,1095.0,1224.0,1081.0, 1089.65,1108.4,1173.34,681274,7993.65,39025,113336.0,16.64,1329
19082022,GODFRYPHLP,EQ, 19-Aug-2022,1182.15,1188.0,1194.7,1151.55, 1166.00,1160.25,1174.15,64586,758.34,6477,41800.0,64.72,490
19082022,GODHA,EQ, 19-Aug-2022,4.75,4.55,4.55,4.55, 4.55,4.55,4.55,544534,24.78,1167,544533.0,100.0,24
19082022,GODREJAGRO,EQ, 19-Aug-2022,508.65,511.5,513.4,507.1, 511.95,511.9,510.73,129702,662.43,6062,81679.0,62.97,417
19082022,GODREJCP,EQ, 19-Aug-2022,918.3,921.9,923.5,895.0, 899.50,905.9,906.98,866873,7862.35,40294,366429.0,42.27,3323
19082022,GODREJIND,EQ, 19-Aug-2022,482.6,485.0,485.05,471.4, 475.70,472.45,478.15,103003,492.51,4813,46986.0,45.62,224
19082022,GODREJPROP,EQ, 19-Aug-2022,1407.25,1410.0,1416.1,1355.2, 1359.00,1364.6,1383.76,728468,10080.22,31851,289261.0,39.71,4002
19082022,GOKEX,EQ, 19-Aug-2022,340.2,340.2,357.8,338.1, 349.80,351.45,350.17,689182,2413.28,15997,284274.0,41.25,995
19082022,GOKUL,EQ, 19-Aug-2022,34.15,34.05,34.25,33.2, 33.50,33.5,33.76,97969,33.07,1177,57861.0,59.06,19
19082022,GOKULAGRO,EQ, 19-Aug-2022,83.6,83.0,83.6,82.75, 82.75,83.0,83.08,49573,41.19,1013,35853.0,72.32,29
19082022,GOLDBEES,EQ, 19-Aug-2022,44.55,44.53,44.53,44.26, 44.40,44.42,44.44,1588648,705.93,10265,1027849.0,64.7,456
19082022,GOLDIAM,EQ, 19-Aug-2022,140.85,141.35,146.0,139.5, 140.05,140.65,142.27,126418,179.85,3168,74456.0,58.9,105
19082022,GOLDSHARE,EQ, 19-Aug-2022,44.35,44.45,44.45,44.2, 44.30,44.25,44.31,94278,41.77,297,69433.0,73.65,30
19082022,GOLDTECH,EQ, 19-Aug-2022,54.15,54.95,56.05,50.25, 52.50,51.65,53.32,55888,29.8,846,29718.0,53.17,15
19082022,GOODLUCK,EQ, 19-Aug-2022,396.9,407.0,408.45,378.1, 398.60,397.55,398.0,266014,1058.74,8645,152264.0,57.24,606
19082022,GOODYEAR,EQ, 19-Aug-2022,1053.25,1059.7,1059.75,1040.0, 1044.00,1046.3,1045.8,17419,182.17,2037,11208.0,64.34,117
19082022,GPIL,EQ, 19-Aug-2022,309.15,310.9,314.25,300.1, 303.00,303.5,306.26,516897,1583.04,9175,250347.0,48.43,766
19082022,GPPL,EQ, 19-Aug-2022,85.95,86.35,87.5,84.55, 84.95,84.9,85.94,807985,694.41,12256,514297.0,63.65,441
19082022,GPTINFRA,EQ, 19-Aug-2022,92.65,92.85,93.8,90.0, 90.00,90.3,90.93,35278,32.08,604,25441.0,72.12,23
19082022,GRANULES,EQ, 19-Aug-2022,325.45,325.0,326.15,310.5, 311.00,312.65,316.52,3163291,10012.58,26213,1816753.0,57.43,5750
19082022,GRAPHITE,EQ, 19-Aug-2022,402.4,404.5,413.5,404.0, 405.00,406.15,409.17,913688,3738.57,20923,274253.0,30.02,1122
19082022,GRASIM,EQ, 19-Aug-2022,1613.75,1619.95,1622.0,1594.1, 1600.00,1605.85,1608.8,812320,13068.63,23923,354207.0,43.6,5698
19082022,GRAUWEIL,EQ, 19-Aug-2022,68.25,68.6,69.0,66.2, 66.95,66.8,67.62,572460,387.08,4068,366713.0,64.06,247
19082022,GRAVITA,EQ, 19-Aug-2022,339.4,341.0,341.0,322.6, 328.00,328.4,331.03,228241,755.55,8586,118772.0,52.04,393
19082022,GREAVESCOT,EQ, 19-Aug-2022,175.55,174.8,179.8,171.55, 172.10,172.05,175.53,1399758,2456.94,14826,441386.0,31.53,774
19082022,GREENLAM,EQ, 19-Aug-2022,350.95,353.35,358.5,351.0, 356.80,355.3,355.1,10667,37.88,725,6867.0,64.38,24
19082022,GREENPANEL,EQ, 19-Aug-2022,450.15,460.0,465.0,449.0, 453.80,454.7,456.94,376914,1722.27,20342,129487.0,34.35,591
19082022,GREENPLY,EQ, 19-Aug-2022,181.5,182.5,185.0,181.65, 183.00,182.55,183.21,138106,253.03,2572,75730.0,54.83,138
19082022,GREENPOWER,EQ, 19-Aug-2022,9.4,9.4,9.55,9.3, 9.35,9.35,9.4,2187317,205.72,4302,1369092.0,62.59,128
19082022,GRINDWELL,EQ, 19-Aug-2022,2067.0,2066.6,2082.5,2042.95, 2057.00,2060.35,2057.56,140402,2888.85,4482,26522.0,18.89,545
19082022,GRINFRA,EQ, 19-Aug-2022,1390.35,1400.0,1400.0,1367.0, 1375.05,1373.2,1384.37,9218,127.61,1949,3889.0,42.19,53
19082022,GROBTEA,EQ, 19-Aug-2022,829.9,830.9,845.95,820.05, 820.05,826.15,830.96,224,1.86,78,140.0,62.5,1
19082022,GRPLTD,EQ, 19-Aug-2022,1733.75,1714.5,1748.0,1655.0, 1655.00,1676.0,1695.61,3310,56.12,635,1778.0,53.72,30
19082022,GRSE,EQ, 19-Aug-2022,268.5,267.25,271.9,260.45, 266.00,265.95,266.68,181270,483.4,5098,62467.0,34.46,166
19082022,GRWRHITECH,EQ, 19-Aug-2022,820.0,821.0,824.75,807.3, 819.70,818.0,816.82,10275,83.93,1487,5259.0,51.18,42
19082022,GSCLCEMENT,EQ, 19-Aug-2022,38.7,39.0,39.5,37.8, 38.45,38.6,38.8,198830,77.14,2220,85357.0,42.93,33
19082022,GSFC,EQ, 19-Aug-2022,163.1,164.0,164.9,158.6, 159.75,159.95,161.37,2379036,3838.97,15681,1126189.0,47.34,1817
19082022,GSPL,EQ, 19-Aug-2022,248.2,249.1,250.15,244.1, 244.65,245.1,246.62,610896,1506.62,10159,270327.0,44.25,666
19082022,GSS,EQ, 19-Aug-2022,220.35,224.8,227.9,219.95, 222.75,221.1,222.19,249347,554.02,2560,130096.0,52.17,289
19082022,GTL,EQ, 19-Aug-2022,8.85,8.9,8.95,8.8, 8.90,8.85,8.87,446329,39.59,879,325010.0,72.82,28
19082022,GTLINFRA,EQ, 19-Aug-2022,1.3,1.35,1.35,1.3, 1.35,1.35,1.33,13471064,178.53,8419,9049581.0,67.18,120
19082022,GTPL,EQ, 19-Aug-2022,176.4,175.0,178.95,172.5, 174.50,173.8,175.64,59548,104.59,2009,25855.0,43.42,45
19082022,GUFICBIO,EQ, 19-Aug-2022,201.95,202.5,203.0,199.0, 200.20,200.35,200.32,111360,223.07,3202,65065.0,58.43,130
19082022,GUJALKALI,EQ, 19-Aug-2022,911.15,906.0,919.0,870.0, 878.50,877.7,896.2,741215,6642.74,22702,206370.0,27.84,1849
19082022,GUJAPOLLO,EQ, 19-Aug-2022,193.8,194.5,199.9,190.0, 191.95,192.65,193.33,8563,16.55,308,6130.0,71.59,11
19082022,GUJGASLTD,EQ, 19-Aug-2022,491.4,491.4,493.4,482.2, 492.55,490.9,487.67,1040521,5074.3,32748,289845.0,27.86,1413
19082022,GULFOILLUB,EQ, 19-Aug-2022,465.8,468.15,469.95,458.0, 458.00,459.4,463.2,34977,162.01,2404,21747.0,62.18,100
19082022,GULFPETRO,EQ, 19-Aug-2022,56.0,56.8,58.45,55.2, 57.70,57.6,56.8,944264,536.36,3462,808980.0,85.67,459
19082022,GULPOLY,EQ, 19-Aug-2022,251.9,251.9,264.0,250.55, 261.05,261.95,257.24,66290,170.53,3303,41989.0,63.34,108
19082022,GVKPIL,EQ, 19-Aug-2022,4.95,4.75,4.75,4.75, 4.75,4.75,4.75,147263,6.99,385,147262.0,100.0,6
19082022,HAL,EQ, 19-Aug-2022,2315.35,2319.65,2326.6,2226.05, 2241.00,2242.25,2260.85,1144327,25871.54,49445,386670.0,33.79,8742
19082022,HAPPSTMNDS,EQ, 19-Aug-2022,1114.75,1116.0,1136.0,1089.0, 1093.00,1098.6,1112.14,1434485,15953.55,48601,308978.0,21.54,3436
19082022,HARDWYN,EQ, 19-Aug-2022,190.05,190.05,190.05,185.1, 188.50,186.2,188.29,7361,13.86,201,6072.0,82.49,11
19082022,HARIOMPIPE,EQ, 19-Aug-2022,260.6,258.5,281.0,256.8, 269.00,267.65,269.89,970046,2618.08,21962,353870.0,36.48,955
19082022,HARRMALAYA,EQ, 19-Aug-2022,155.55,155.65,165.35,155.65, 160.50,161.4,162.16,261301,423.72,5705,114439.0,43.8,185
19082022,HATHWAY,EQ, 19-Aug-2022,16.95,17.0,17.45,16.95, 17.00,17.0,17.16,4414641,757.52,4844,1896438.0,42.96,325
19082022,HATSUN,EQ, 19-Aug-2022,1128.15,1128.0,1138.05,1112.35, 1126.00,1123.55,1124.8,28563,321.28,3170,15385.0,53.86,173
19082022,HAVELLS,EQ, 19-Aug-2022,1358.0,1365.0,1370.0,1332.5, 1344.75,1350.0,1350.34,864242,11670.2,24993,367576.0,42.53,4963
